keyword,count
fermented vegetables,2
irradiation,2
Isolated soy protein,2
strobilurin class fungicides,2
Carotenoids,2
sweet peppers,2
Malus,2
Monascus purpureus,2
questionnaire,2
Food borne outbreak,2
calcium retention,2
chips (French fries),2
pig production,2
progesterone,2
seaweed,2
Dianthus caryophyllus,2
weight maintenance,2
pomegranates,2
natural mineral water,2
EREMA MPR,2
mammalian biotests,2
Phomopsis vaccinii,2
confidence interval,2
Castanea sativa,2
dichlorvos,2
foods for infants and young children,2
sampling size,2
Bis(2-ethylhexyl) phthalate,2
CoDiRO,2
picoxystrobin,2
E 150a,2
fish health,2
L‐selenomethionine,2
Levucell®SC,2
BIOMO Data Models,2
Insecticides,2
Aliphatic,2
Lancer,2
IHN,2
thifensulfuron‐methyl,2
dimethyl carbonate,2
conceptual model,2
"zootechnical additive, 035",2
cry2ab2,2
Trimethylolpropane,2
short supply chain,2
nutritional composition,2
spilanthol,2
benchmark dose lower confidence limit,2
gastroenteritis,2
dispersal,2
pig disease,2
heat transfer model,2
phagetype data,2
AlterionNE®,2
guinea fowl,2
hunting,2
acetals of branched‐ and straight chain aliphatic saturated primary alcohols,2
complementary feeding,2
tissue accumulation,2
disease outbreaks,2
cucumber,2
annatto extracts,2
T45,2
anthranilate derivatives,2
heart disease,2
phenylpyrazole,2
ewe cheese,2
Meruliaceae,2
simulations,2
scientific advice,2
dimethyl ether,2
trifluoroacetic acid,2
regulatory toxicology,2
Creatine,2
sodium erythorbate,2
Oryza sativa,2
JECFA 55th meeting,2
small scale farming,2
dietary reference values,2
Diet,2
fluoroquinolones,2
konjac mannan,2
β galacto‐oligosaccharides,2
domestic solipeds,2
Kom,2
acid‐base balance,2
sodium alginate,2
ready‐to‐eat food,2
sulphuric acid,2
needle bolts,2
falls,2
glufosinate ammonium,2
immune defences,2
E 541,2
Pig Welfare,2
abattoirs,2
Pantothenic acid,2
clastogenicity,2
risk of falling,2
LevucellSB,2
4PET,2
Soybean,2
physical activity level,2
B‐Act®,2
environmental factors,2
FGE.87,2
"α,β‐unsaturated straight‐chain and branched‐chain aliphatic primary alcohols/aldehydes/acids/esters",2
networking,2
decision‐making,2
kaolinite,2
CP4 EPSPS L214P,2
working instruction,2
http://browser.agrisemantics.org/gacs/en/page/C4416,2
asphyxia,2
Bactocell PA,2
layer chickens,2
Culicidae,2
Flavanones,2
Fruits,2
lufenuron,2
furanones and tetrahydrofurfuryl derivatives,2
Red yeast rice,2
turkeys reared for breeding,2
genetically engineered crops,2
printing ink,2
URRC,2
Arecaceae,2
Bifidobacterium lactis,2
waterbath,2
silanetriol,2
hepatitis E,2
diphenylamine,2
hybrid,2
Bioconcentration factor,2
glucose metabolism,2
hymexazol,2
bacterial disinfection,2
Sources,2
food allergens,2
polymer,2
quinazolinones,2
phenethyl alcohols,2
oxazole,2
electrical stunning methods,2
enniatins,2
CP4 epsps,2
rhubarbs,2
specifications,2
hydrate’,2
sustainability,2
carfentrazone‐ethyl,2
boll weevil,2
amitrole,2
Fumokomp,2
GM microorganisms,2
AM 01,2
compliance,2
specified risk materials,2
dimethylglycine sodium salt,2
food poisoning,2
triacylglycerol acylhydrolase,2
endocrine disrupting properties,2
FCM No 1050,2
ammonium formate,2
peach yellow leaf roll,2
phenylamide fungicide,2
endemicity,2
hormone,2
Fat,2
tetramic acid insecticide,2
re‐evaluation,2
Natuphos®,2
Broiler meat,2
homogenization,2
carbamate fungicides,2
flower colour,2
Bactocell,2
thiocarbamate herbicide,2
foresight,2
chilled storage,2
mepiquat chloride,2
weaned piglets and minor porcine species,2
SCFA production,2
aniline,2
hepatitis E virus,2
other fish,2
Lactobacillus,2
half‐life,2
histidine,2
European Food Safety Authority,2
borage,2
Parasites,2
Margin of exposure,2
Biphenyl,2
SCCP,2
urgent response,2
nortropane,2
dairy ewes,2
Fermented whey,2
chemical concentration,2
gingivitis,2
meat and bone meal,2
fat metabolism,2
Flurochloridone,2
REPRO Department,2
Plant protection,2
lactose digestion,2
clotting time,2
North American grapevine yellows,2
Lactobacillus rhamnosus LB21 NCIMB 40564,2
recycling processes,2
novel food ingredient(s),2
filamentous fungi,2
proteinase inhibitor,2
simulation model,2
human risk assessment,2
iprodione,2
lindane,2
food and feed produced from,2
Pilot study,2
beta‐unsaturated ketones,2
common cold,2
benzimidazole fungicides,2
glutathione,2
active substances,2
chemical group 34,2
wheat allergy,2
benalaxyl‐M,2
mutagenesis,2
dietary fibres,2
T4,2
mechanical stunning methods,2
fatty acid esters,2
honeybee health,2
trait‐based assessment,2
thermotolerant alpha‐amylase,2
Japan,2
E551,2
daminozide,2
Actisaf®Sc47,2
Residue Intake,2
dimethenamid‐P,2
dietary fat,2
lipid metabolism,2
upper intake levels (UL),2
LC‐MS/MS,2
procurement,2
ZEBOV,2
3-MCPD fatty acid esters,2
neurotransmission,2
Freedom from disease,2
IPA,2
Prevalence,2
Shortcut values,2
import monitoring,2
Acetic acid,2
triticale,2
sodium bicarbonate,2
intestinal pathogens,2
CAS Registry Number 127‐40‐2,2
category 1,2
E.Coli,2
cellulase,2
Nosema ceranae,2
trimethylamine hydrochloride,2
Ref. No. 53245,2
animal safety,2
high‐fibre sourdough rye bread,2
medical condition,2
Diptera,2
sodium hydrogen carbonate,2
Padina pavonica,2
passive surveillance,2
immobilization,2
CAS No 174254‐23‐0,2
http://browser.agrisemantics.org/gacs/en/page/C17847,2
Pyridate,2
Clethodim,2
human health risk,2
organic agriculture,2
Quantitative Microbiological Risk Assessment,2
6‐chloro‐3‐pyridylmethanol (IM‐0),2
E 160a (i),2
risk‐assessment,2
population reference intake,2
polyesters,2
Roundup,2
Fecinor®,2
metagenomics,2
default values,2
food‐borne,2
sulcotrione,2
cyfluthrin,2
immune response,2
South Africa,2
species,2
gut and immune,2
corn gromwell seeds,2
Mycobacterium bovis,2
Nisin,2
erucic acid,2
Propiconazole,2
esfenvalerate,2
Senecio vulgaris,2
IN‐MM977,2
chemical group 20,2
carbapenemase,2
Resistance,2
Betaine,2
ISA,2
aryl phenyl ketone fungicide,2
edible oils and fats,2
workshop,2
Thysanoptera,2
dimethenamid,2
Poly RecyclingAG,2
avian species for laying,2
anti‐caking agent,2
Campylobacter spp,2
cell membrane,2
satisfaction,2
source of vitamin D,2
Cultivation,2
Potassium phosphonates,2
food safety management,2
NOEC,2
Calcium carbonate,2
Ref. No. 80350,2
ENP,2
MLST,2
Transitech®,2
wild game,2
flooring,2
root crops,2
Epoxidised soybean oil,2
E 150d,2
tebufenozide,2
Crop production,2
Fe(III) starch‐saccharose complex,2
housing system,2
shiga toxin-producing Escherichia coli,2
buffalo,2
Pyrazines,2
"3,4‐Diacetoxy‐1‐butene",2
Poly(12‐hydroxystearic acid)‐polyethyleneimine copolymer,2
New Zealand,2
spores,2
ultrafiltration,2
stakeholder involvement,2
sheep cheese,2
phenolic ester,2
surveillance sensitivity component,2
powder,2
non‐dietary exposure,2
immune defence,2
Anxiofit‐1,2
fresh produce,2
Lactobacillus fermentum CECT5716,2
tolerable weekly intake (TWI),2
fluorescence in situ hybridization,2
piperine,2
microbiological target,2
ethametsulfuron,2
collection,2
Processing aid,2
cardiovascular system,2
Intake,2
Captan,2
Clomazone,2
Sylvan Bio,2
concentration data,2
elderberries,2
quaternary ammonium compound,2
3‐diol,2
Phenethyl,2
isopulegone,2
oxathiapiprolin,2
husbandry system,2
software,2
central nervous system development,2
pathogenicity,2
VHS,2
Minerals,2
astaxanthin dimethyldisuccinate,2
thiencarbazone‐methyl,2
Varroa,2
carboxamides,2
sulfuryl fluoride,2
E 234,2
toddlers,2
Ref. No. 15180,2
coffee machines,2
imidazole fungicide,2
polystyrene,2
ADHD,2
kohlrabi,2
Vitamin B6,2
FGE.203,2
apricot kernels,2
Lactobacillus reuteri ATCC 55730,2
muscle strength,2
independent action,2
muramidase,2
phenyl acetic acids,2
propiconazole,2
poppy,2
E951,2
Bacillus circulans,2
caprylic acid,2
1‐decanol,2
NAG,2
olive quick decline syndrome,2
E. coli,2
other zootechnical additive,2
fenbuconazole,2
Hydrocarbons,2
invertebrates,2
long‐chain polyunsaturated fatty acids,2
data quality,2
radiolytic products,2
factorial method,2
inositol,2
working documents,2
animal toxicity,2
gamma‐cyhalothrin,2
flurochloridone,2
Yarrowia lipolytica,2
transfer,2
baseline study,2
25(OH)D,2
percussive stunning,2
non‐dioxin‐likePCBs,2
maximum permissible intake,2
α‐Dimethyl‐3‐(4′‐hydroxy‐3′‐methoxyphenyl)propylsilyloxy,2
A2704‐12,2
alternariol,2
variability factor,2
http://browser.agrisemantics.org/gacs/en/page/C365,2
exemption,2
bloating,2
roundup,2
thiodicarb,2
thiamin,2
Scansmoke SEF7525,2
seaweeds,2
peroxyacids,2
Aujeszky's disease,2
phenoxyacetic acids and related esters,2
flavouring additive,2
serovar data,2
thermodynamics,2
risk/benefit analysis,2
FGE.78,2
Vesicular Stomatitis,2
Microbacterium foliorum,2
veal calves,2
egg white,2
calystegine,2
Ecological risk assessment,2
nectar,2
lethal and sub‐lethal effects,2
oxytetracycline,2
sulphones,2
ready‐to‐eat food products,2
height,2
revised use levels,2
(EZ)‐1,2
newly expressed proteins,2
aromatic‐fused ring,2
magnesium taurate,2
aflatoxin M1,2
human listeriosis,2
plant toxins,2
primary alicyclic,2
Betula,2
microbiological risk,2
hydroxypropyl methyl cellulose,2
Transitech,2
RTEmeat,2
dust,2
isoglucose and maltose syrups,2
neohesperidine dihydrochalcone,2
Ga21,2
soil organism,2
pyrazole insecticide and acaricide,2
ash,2
sediment,2
Jerusalem artichokes,2
extensive review,2
Epizootic Hemorrhagic Disease Virus,2
sulphoxides,2
Regulation (EC) No 1829/2003,2
cinnamyl aldehydes,2
West Nile fever,2
methods of detection,2
Lactobacillus delbrueckii subsp. bulgaricus,2
dishes,2
Map,2
rat/rodent feeding study,2
Koc,2
nutrient profiles,2
E 320,2
FGE.220,2
supplement,2
Hepatitis E,2
L‐arginine,2
benzothiadiazole,2
food fraud,2
peptides,2
food composition,2
hydrolysed lecithins,2
lignosulphonic acid calcium salt,2
multi‐resistance,2
parsley roots,2
Efalex®,2
granule,2
epizootiology,2
agricultural operator,2
deoxynivalenol‐3‐glucoside,2
animal populations,2
renewal authorisation,2
5‐enoylpyruvylshikimate‐3‐phosphate synthase (EPSPS),2
Amminia,2
acids and esters,2
bottled water,2
technical specifications,2
EC3.2.1.6,2
toxicological safety,2
cephalosporin,2
risk groups,2
fuberidazole,2
cry34Ab1,2
chemical food safety,2
E160d,2
CDP‐choline,2
carotenoid preparations,2
propylene chlorohydrin,2
oxidation products,2
organic farming,2
MS8,2
glycidamide,2
transgenic crops,2
pear decline,2
Boletus edulis,2
famoxadone,2
Cooke's method,2
CAS Registry Number 7235‐40‐7,2
cyanuric acid,2
fish products,2
Salmonella spp.,2
pigs for reproduction,2
molecular subtyping,2
snacks,2
Infant formula,2
health assessment,2
Picloram,2
microbiological hazards,2
Leishmania,2
Panaferd‐AX,2
Paenibacillus larvae,2
2‐naphthyloxyacetic acid,2
Clinacox 0.5 %,2
amylose,2
de‐oiled lecithins,2
cobalt(II) carbonate hydroxide (2:3) monohydrate,2
semiochemical,2
prebiotic,2
E 100,2
mesosulfuron‐methyl,2
ring‐alkoxy,2
microbiological aspects,2
beta‐alanine,2
sterols,2
Sugar‐free chewing gum,2
didecyldimethylammonium chloride (DDAC),2
E 124,2
Models,2
bacteriological disinfection,2
harvesting,2
http://browser.agrisemantics.org/gacs/en/page/C86,2
flutianil,2
virulence factors,2
alachlor,2
"registration, evaluation, authorisation and restriction of chemicals",2
Mayotte,2
androgens,2
red yeast rice,2
alveolar echinococcosis,2
Perkinsus,2
weight‐of‐evidence,2
Aluminium ammonium sulphate,2
parsley root,2
isolate‐based data,2
reference values,2
bone fractures,2
protein quality,2
telomer with 1‐dodecanethiol,2
monitoring regime,2
Lactobacillus farciminisCNCMI‐3740,2
MCCP,2
fish diseases,2
Alpha‐linolenic acid,2
mesotrione,2
Alces alces,2
LNnT,2
high oleic acid,2
glucose isomerase,2
vitamin B3,2
Animal health,2
2‐diol,2
zinc sulphate monohydrate,2
lignosulphonate,2
Antioxidants,2
chemical group 21,2
urgent advice,2
PAP,2
conflicts of interest,2
pullulan 6‐α‐glucanohydrolase,2
CS2,2
colour,2
calcium propionate,2
(Q)SAR,2
Poly((R)‐3‐hydroxybutyrate‐co‐(R)‐3‐hydroxyhexanoate),2
"2,4‐DB",2
(bio) chemical aspects,2
Pest Management,2
bakery products,2
CRY34Ab1,2
unsaturated fatty acids,2
Pest managemnet,2
free MCPD,2
http://browser.agrisemantics.org/gacs/en/page/C16651,2
MLVA,2
solitary bees,2
platelet aggregation,2
pepper dust extraction residue,2
inks,2
pepper dust,2
fox,2
thresholds,2
bispyribac,2
FGE.65,2
various vegetables,2
Subgroup 4.1,2
Bifidobacterium bifidum,2
immune function,2
Cognis,2
"2,3‐dihydroquercetin",2
beetroot red,2
aryl‐substituted saturated and unsaturated primary alcohol/aldehyde/acid/ester derivatives,2
lithium salt,2
Silicon,2
unintended chemicals,2
cetylated fatty acid,2
chlorite,2
calcium carbonate,2
digestibility,2
chemical restraint,2
marine oil,2
Amoklor,2
safety for ducks,2
fluorosis,2
Zoonotic agents,2
119‐61‐9,2
open call for data,2
C16‐C18 alkyl esters,2
4‐dioxane derivatives,2
eliciting dose,2
urgent request,2
Dictyolone®,2
muscle contraction,2
Threshold of toxicological concern,2
quality assurance,2
phthalic acid diamide insecticide,2
MON 87427,2
L‐Carnitine,2
steroidogenesis,2
learning ability,2
strenghts,2
Marteilia,2
cat,2
halofuginone hydrobromide,2
expert judgement,2
bitter aftertaste,2
MON 87769,2
Galacto‐oligosaccharides,2
recombinantDNA,2
Bacillus anthracis,2
diagnostic tests,2
brewer's yeast,2
beta‐unsaturated aldehydes,2
Canada,2
developmental toxicity,2
food donation,2
GM food,2
food policy,2
2,2
mechanical stun / killing methods,2
Phenolic,2
fertiliser,2
fat‐free,2
glyphosate resistance,2
extended list,2
E 123,2
field monitoring,2
http://browser.agrisemantics.org/gacs/en/page/C846,2
containment,2
CAS 5495‐84‐1,2
spinosyn D,2
moniliformin,2
decapitation,2
EFSA guidance,2
Dietary Reference Values,2
purslanes,2
E 129,2
pectin,2
FGE.71,2
antimicrobial residues,2
existing products,2
xml,2
cyanotoxins,2
"(2R,3R)trans‐dihydroquercetin",2
Angelica gigas,2
cerium,2
variability,2
ultra high temperature treatment,2
malachite green,2
desktop simulation exercise,2
maldigestion,2
ash (inorganic matter),2
Chromium,2
2‐Isopropyl thioxanthone (ITX),2
polyvinylpyrrolidone,2
Framework,2
knowledge gap,2
TC1507 x 59122,2
biological contamination,2
EHN,2
dairy cattle,2
Dietary fibre,2
FCM substance No. 874,2
transaminases,2
anti‐oxidant,2
beta‐carotene,2
hormone-like activity,2
Polychlorinated biphenyls (PCB),2
Clostridium difficile toxin,2
time‐temperature,2
Crop Interception,2
alpha‐cypermethrin,2
SRM,2
duck,2
ethirimol,2
freshwater,2
Kokcisan 120G,2
fructose,2
asulam‐sodium,2
E 523,2
Wheat Polar Lipid Extract,2
maize NK603,2
UV treatment,2
sterilization,2
feathers,2
isopyrazam,2
Bonvital®,2
coconut,2
regulation (EC) No 396/2005,2
Alpha‐cyclodextrin,2
Meat producing chicken,2
maize 5307,2
protection goal,2
isopulegol,2
methylsilanetriol,2
green salads,2
lymphoma,2
third country,2
ascorbyl palmitate,2
E 322,2
Sacox,2
Pyrus,2
bovine intestines,2
urinary excretion,2
watermelons,2
oxidative stress,2
food of non animal origin (FoNAO),2
diclofop,2
apple,2
piglet,2
new methods,2
maximum residue levels (MRLs),2
R software,2
subchronic study,2
in the EU,2
consumption data,2
plant,2
Mycobacterium,2
fate and behaviour,2
VPP,2
animal by ‐products,2
glufosinate‐tolerant,2
cyclo‐aliphatic amide,2
Alicyclic ketones,2
Safizym X,2
Echinacea angustifolia,2
CoDiROstrain,2
swedes and turnips,2
subgroup 3.2,2
myristic acid,2
terrestrial,2
import controls,2
azaroles,2
obesity,2
spillover,2
Bt176,2
oyster,2
food additives intake model,2
phage type and serovar data,2
gastrointestinal discomfort,2
focal species and landscapes,2
gelling agents,2
coccidiosis,2
increased oleic acid,2
royal jelly,2
Agromyzid,2
receiving environments,2
DistillerSR,2
Bsal,2
beta‐d‐glucose:oxygen 1‐oxidoreductase,2
Lantharenol®,2
ginseng,2
natural occurrence,2
Lactobacillus plantarum BFE 1685,2
environmental conditions,2
Azorubine/Carmoisine,2
qualitative analysis,2
occurrence in feed and food,2
‘amino acids,2
non‐target Lepidoptera,2
beneficial organisms,2
EFSA consultation,2
spiromesifen‐enol,2
genetically modified soybean,2
user safety,2
internet,2
radiation dose,2
communications,2
Fluopyram,2
benzo[a]pyrene,2
National Food and Veterinary Risk Assessment Institute,2
intake assessment,2
ABMs,2
cryptoxanthin,2
cysteine,2
tapeworm,2
soya beans,2
animal by‐product,2
Saccharomyces cerevisiae,2
malaoxon,2
blanched frozen vegetables,2
time series analysis,2
FGE.217,2
home‐cooked foods,2
Lactobacillus salivarius,2
E 155,2
patients,2
Bactocell PA 10,2
beans and peas,2
cry1a.105,2
Leishmania infantum,2
leaf vegetables and fresh herbs,2
FGE.66,2
chickens for fattening and reared for laying,2
L‐carnitine L‐tartrate,2
drinks,2
quantitative microbiological risk assessment,2
Nosema apis,2
aldehydes and esters,2
ω‐3‐dimethyl‐3‐(4′‐hydroxy‐3′‐methoxyphenyl)propylsilyl polydimethylsiloxane,2
malic acid,2
marker residues,2
CAS 7440‐22‐4,2
fall armyworm,2
mixed model,2
conventional counterpart,2
JECFA 69th meeting,2
Lenacil,2
capsicum,2
calcium chloride,2
food producing animals,2
ARfD,2
hunger,2
mineral oil,2
Dichlorprop‐P,2
residues of undesirable substances,2
DL‐PCBs,2
grass,2
respiratory,2
solanine,2
isopropylthioxanthone,2
pest risk reduction options,2
Jatropha curcas,2
salad,2
proof of hazard,2
runoff,2
milk production,2
saliva,2
salamanders,2
beauvericin,2
food matrix,2
follow-on formulae,2
meta‐analysis,2
ammonia salts,2
endothelium,2
5-hydroxymethylfurfural,2
Maxiban®G160,2
deodorised soybean oil,2
neural tube defects,2
Dietary Exposure,2
Barley beta‐glucans,2
classification,2
nectarine,2
Cropping systems,2
plant elicitor,2
metabolism studies,2
hemolytic uremic syndrome,2
SmokEz Enviro 23,2
ornamentals,2
avian species,2
detection fraction,2
micronucleus test,2
chemical group 8,2
tetramic acid insecticides/acaricides,2
hesperidin,2
l‐isoleucine,2
cyclohexadione‐oxime,2
di‐,2
import tolerances,2
isoproturon,2
unit weight,2
Campylobacter coli,2
Zoonotic Agents,2
home cooked food,2
Furan‐substituted,2
carry over,2
kanamycin resistance,2
crisps,2
Q-koorts,2
carboxamide,2
hypercalcaemia,2
Shiga toxin‐producing E. coli (STEC),2
benzamide‐pyridine,2
spiroxamine,2
FGE.226,2
Lattice data,2
morbidity,2
vitamin preparations,2
dioxin-like polychlorinated biphenyl,2
horizon scanning,2
starch hydrolysates,2
lupin,2
Pyrusspp.,2
propenylhydrobenzenes,2
process contaminant,2
pumpkins,2
sulfur dioxide,2
Florasulam,2
tolylfluanid,2
perches,2
alicyclic‐fused,2
Ornithodoros,2
chloridazon,2
MIR604 x GA21,2
aryl‐substituted,2
FGE.14,2
Gluconobacter frateurii,2
Deoxynivalenol,2
animal experiments,2
A(H1N1),2
life‐long study,2
bacterial adhesion,2
celeriacs,2
hydrogen peroxide,2
alpha‐linolenic acid,2
